"120.866254,30.373879",南湖水上乐园
"112.976169,28.187886",长沙星空错觉艺术馆
"103.950417,29.193386",芭比伦水上乐园
"115.876793,29.322412",陶公庙
0.0,影族咖啡私人影院
"112.298618,28.533020",益阳百竹园
0.0,浏阳大型户外焰火文艺晚会
"119.770477,31.233137",玉女溪国家森林公园
"112.938814,28.228209",长沙海顺游乐
"126.650497,45.789124",金太阳水上乐园
"119.689262,29.798308",桐庐善德堂温泉
"110.194092,29.409159",贺龙体育馆
"112.868782,28.315582",裕田奥莱小镇侏罗纪世纪恐龙展
"112.335083,28.583401",白鹿寺
0.0,玲珑王
0.0,鬼谷峡洞
0.0,大京风景区京湖乐园京湖滑索
0.0,盘王殿
0.0,S Time真人密室逃脱（郴州店）
"112.860347,28.198533",长沙美之海水母花园
"111.732750,27.897572",湄江国家地质公园
0.0,爱莲池
"113.653976,28.438084",周洛
"112.982149,28.177633",长沙贺龙体育中心
0.0,3D魔幻盛典
0.0,夫夷侯国
"113.152693,27.837187",株洲迷域真人密室逃脱
0.0,变形金刚互动艺术展
"113.024590,28.186786",宁乡大剧院冰雕展
0.0,中共湘区委员会旧址陈列馆
"111.699181,29.036320",常德滨湖公园
"112.534935,26.834888",雨母山
0.0,明藩府
"112.268898,27.204660",碧云峰
"114.006699,33.388630",皇家湖游乐园
"112.353100,28.566900",益阳华天恒温游泳
"111.474854,27.303690",邵阳泉水水上乐园
"116.793533,33.970959",金鹰955电台“疯狂滑道”crazy way 夏日国际亲水潮玩趴
0.0,绘潕手工坊
0.0,Findway密室逃脱
"112.931400,28.183229",长沙园林通年卡
"110.625190,26.776654",武冈长龙水上乐园
"119.469376,25.718781",南岭植物园
"111.080299,28.043344",福寿山
0.0,归古国际旅游度假中心
0.0,石牛寨花海
"107.801582,24.135202",荣泉书院
0.0,猎鹰真人CS俱乐部
"113.075706,28.236593",星沙公园
0.0,FOX密室
"112.938814,28.228209",长沙1988密室禁地
"113.035568,25.793577",郴州首届童话冰雕展
0.0,和平公园
0.0,王震故居
0.0,笔架城
0.0,长成温泉水上乐园
"111.746773,23.448135",大云山
"112.975786,28.193647",长沙奥秘之家密室逃脱
0.0,德思勤灯光节
0.0,朝慕思生态观光园
0.0,茶亭油菜花海
"112.979364,28.253426",湖南长沙阿尔法泡泡体验馆
"113.748611,28.971498",岳阳迪士尼童话世界
0.0,栖霞寺
0.0,双亲墓
"123.524261,41.659641",桃仙岭
"119.816101,26.326719",中澳蓝鹰国防主题公园
"112.376145,26.960524",衡阳县首届大型恐龙乐园
"110.682917,26.958500",邵阳市北塔生态园
"114.568344,22.496620",大围山拓展基地
"113.109680,29.373590",岳阳侏罗纪公园恐龙游艺嘉年华
"113.134002,27.827550",株洲Mr-C真人密室逃脱
"103.744225,29.925674",思蒙漂流
"109.309110,29.204928",乌龙山大峡谷
0.0,济公岩
0.0,99元游中国自助自驾护照
0.0,夜郎谷
"112.489801,27.903446",韶山军事乐园
0.0,湘丰茶业
0.0,流光湖
0.0,浏阳龙溪谷溯溪漂流
0.0,零度咖啡私人影吧
"107.667435,29.615797",大木源景区
0.0,灵镜湖
0.0,大江口
"113.098964,29.359348",岳阳兄弟连真人CS
"112.938814,28.228209",长沙911超级密室
"116.156647,24.649950",长潭岗水库
0.0,罗泉温泉
"116.373894,39.886398",谭嗣同故居
0.0,周立波故居
0.0,张仲景祠
0.0,迷人谷
0.0,麦咭嘉年华
0.0,飞瀑流彩
"113.024590,28.186786",宁乡为美园
"111.765358,27.879143",塞海
0.0,古妖潭瀑布群
0.0,圣仙洞
0.0,洪城温泉
0.0,汉代北津城遗址
"115.196014,23.629295",乌石风景名胜旅游区
0.0,秀峰公园
0.0,毛泽东遗物馆
"110.967385,26.758650",邵阳石门山
"111.440923,27.672195",冷水江市资江旅游度假区
"116.273911,28.020947",仙人殿
"116.557495,39.875286",白鹿公园
"112.997803,28.172720",碧翠园休闲生态农庄
"112.962853,28.297444",长沙湘江壹号高尔夫俱乐部
"123.444283,41.797504",大西洋欢乐谷
0.0,卡雷拉赛车（德思勤店）
"114.109451,22.545530",桂园国际度假村
0.0,桃花湖
"113.021996,25.799843",望湖水上乐园
"118.680962,33.050606",王老五休闲农庄
0.0,白沙溪
"112.133698,28.493907",沅江桃花江
"113.111687,28.135111",黄兴故居
0.0,天鹅岛
"113.128958,29.357104",岳阳Cross真人密室逃脱体验馆
"112.983810,28.112444",湖南洛斯特真人密室逃脱长沙店
0.0,秦汉桃源村
0.0,康迪地质博物馆
0.0,古风民宅
"116.058205,36.159451",海会寺
"111.618118,26.229818",回龙塔
"113.056923,29.368052",东洞庭湖
0.0,洞市老街
"127.969515,45.215907",橘子洲哈尔滨冰雪嘉年华
"113.117882,29.361698",金鹗公园水上乐园
"119.503044,33.015549",邓塘魔幻水上乐园
"120.395187,29.193773",福寿毛公
"111.698497,29.031673",常德犀牛望月
0.0,体育中心凯博游泳俱乐部
0.0,夫人寨
0.0,止观溪
"111.662690,25.957015",双牌水库
"109.309110,29.204928",乌龙山
0.0,华盛山庄旱滑
0.0,十九人堆
"109.608154,27.945707",回龙阁
"114.014107,28.458630",大围山龙须峡谷漂流
"106.493889,29.349560",鱼洞
"114.014107,28.458630",大围山龙须水上乐园
0.0,银盘山
"110.644318,26.725956",法相岩
0.0,迷失空间
"112.847961,27.951313",韶湖假日小镇
0.0,观舟峰
"116.372353,39.924294",广济寺
0.0,临江公园
"113.093207,28.206821",芙蓉小戏
0.0,一幕时光私人影院
"122.833155,41.992853",新民学会旧址
0.0,熊孩子儿童拓展俱乐部
"114.311607,29.991798",梓山湖水上乐园
"112.965640,28.364637",长沙青竹湖国际高尔夫
"109.718908,28.315052",湘西吉首真人密室逃脱
0.0,穿越竹海
"111.344032,28.224087",川岩江峡谷
"112.961280,27.691179",湘潭乐林游乐园
0.0,青羊湖
"112.965640,28.364637",湖南梓山湖国际高尔夫
"111.643196,26.208200",香零山
"113.268562,27.859219",婆仙岭
0.0,明月清池温泉
"113.968300,29.822416",青云洞
"115.239182,26.372997",李富春纪念馆
0.0,紫鹊界梯田漂流
"111.694993,29.070487",爸爸去哪儿亲子嘉年华（常德站）
"113.599110,28.695649",平江起义旧址
"111.488925,28.902503",桃源八景
"109.786240,26.142637",独岩民俗风情园
"124.906570,48.128986",同升湖通程山庄
"99.282921,23.379789",卡蒙乐园
"104.570976,35.551064",厘金局
0.0,吟竹亭
0.0,八路军驻湘办事处
0.0,洞穴人家
"117.316528,30.585615",天然盆景园
0.0,思游
"112.973145,28.150040",金盆岭九号晋墓
"124.714584,41.429596",钟灵寺
0.0,天际VR娱乐吧
"112.873559,28.217379",12301湖南旅游景区通票
0.0,S Time真人密室逃脱（湘乡店）
0.0,安然纳米汗蒸馆(四方坪)
"116.299660,37.447655",月亮潭
"111.946164,28.810810",湖南常德清水湖高尔夫球会
0.0,橘子洲民俗园
0.0,笑啼崖
"115.156662,26.239580",白鹭岛户外公园
0.0,绝顶五井
0.0,梨树洲
"103.588066,30.899990",金鞭岩
0.0,慈恩塔
"110.825188,24.034571",恭城书院
0.0,吕仙观
"111.206512,34.053814",玉皇洞
0.0,望佛台
"113.782037,26.493638",株洲革命英雄纪念碑
"120.636772,27.804531",愚溪
0.0,舜帝大庙
0.0,马艺文馆
"112.936048,28.226782",长沙人民会堂
"110.754540,19.613588",文昌阁
0.0,杨么寨
0.0,萍岛
0.0,女排基地
0.0,观竹楼
"120.740822,30.933470",西港山漂流
0.0,浏阳首届梦幻灯光节
"130.931992,44.021084",洞庭渔村
"112.938814,28.228209",长沙异站真人密室逃脱
"111.525314,29.841330",天供寺
"113.904091,30.926874",紫荆花园
"105.895164,32.423687",雪峰山隧道
0.0,胜公寨
0.0,西海绝景
0.0,陶澍故里
0.0,碧云池
"87.052750,28.398714",普美村
"113.017014,32.774769",法云寺
0.0,垠地欢乐世界
"113.055520,28.076209",长沙比亚迪工业园
0.0,贺金声祠
"113.012466,27.821472",古桑洲罗瑶墓
0.0,关王庙和吴王塔
0.0,夫夷江
"109.608154,27.951650",凤凰民俗园
"110.333588,24.923956",天鹅山
"113.609582,28.152605",湖南桃花源国际高尔夫俱乐部
"112.983810,28.112444",湖南省昆剧团“昆曲周末剧场
"118.426895,25.492422",水府游园
"106.681160,27.111923",犀牛井
0.0,砂刀沟
0.0,采药老人
0.0,稚成一派儿童乐园
"113.322731,27.647932",洞庭庙
"115.618279,33.769012",梅城
"111.320191,25.366407",永州古战场
"112.737503,25.741275",桂阳桃花溪风景区
"113.128958,29.357104",岳阳文化艺术展览中心
"111.314888,25.492479",都庞岭
"112.285690,24.714628",接龙桥
0.0,烟雨池
0.0,月陂亭
"116.595131,33.515472",白寺村
0.0,梅城孔庙
0.0,老洞苗寨
"108.050240,34.674801",鹞子寨景区
"105.104378,30.920513",天王庙
"113.390953,28.849375",八景洞
"119.811089,27.674532",仙池山
"121.178429,28.894917",柘溪
0.0,仙人府
"116.783844,28.861256",乐丰文体活动中心
"120.497940,32.482613",北斗庵瀑布
0.0,光轩水上乐园
"112.863212,28.266533",湖南龙湖国际高尔夫俱乐部
0.0,都罗寨
"112.374542,28.841167",琼湖公园
"112.815605,28.333067",茂林园
0.0,九龙山
"110.310237,25.277267",七星峰
0.0,玉泉寺
0.0,满家古苗寨
"111.577286,25.182592",翠华公园
0.0,梯玛神歌
0.0,五桥喷雪
0.0,恩院风荷
"107.220123,34.345886",左岸社区公园
"112.504128,26.056615",郴州南岭高尔夫
"106.530502,29.630346",马博士婴儿游泳馆（井湾子店）
"112.915545,27.833473",湘潭体育中心儿童乐园
"113.167931,22.910528",龙溪公园
"112.899254,27.848988",湘潭秋瑾故居
0.0,探险阳光乐园
0.0,黄冲鹭林
"110.859421,26.451633",松风亭
0.0,香炉山苗寨
"103.494003,30.500181",孟姜女贞烈祠
0.0,谭嗣同纪念馆
"114.125000,22.546949",南山特产
"117.950462,40.958023",魁星楼
0.0,银盘托日
"110.164886,24.922783",苦竹冲
"112.371376,28.855387",团山桔园
"115.156509,28.125935",湘泉酒文化城
0.0,宝塔岭高峰塔
"108.668737,19.114421",东方红大剧院
"118.295944,28.618580",东林庵
"113.770929,26.486698",炎陵湘山公园
"110.416245,21.223196",渔村夕照
"127.024757,46.338715",全家宝贝婴幼儿游泳生活馆
"113.492440,27.650080",醴陵渌江书院
0.0,屈原墓
"106.927109,27.680582",湘山寺
"118.108184,24.505834",汤湖里水上乐园
0.0,长株潭亲子年票
"101.444389,26.645369",狮子岩
0.0,永锡桥
0.0,四清湖军事科技展
"120.764250,30.742000",南湖画舫
"121.536263,28.426590",龙王宫
0.0,福严寺
"118.450531,28.057446",南台寺
"110.483879,29.106899",张家界威尼斯水世界
"113.113038,28.224501",芙蓉国里
"112.996338,28.134352",长沙中南林业科技大学体育艺术馆
"112.248299,29.126883",厂窖惨案纪念碑
0.0,高城马帮
0.0,白去亭
0.0,映山红区
0.0,裴公亭
"106.632462,33.355022",核桃沟
0.0,赏桂亭
0.0,湘品堂
0.0,毛泽东青年艺术雕塑
"120.150719,30.221775",观音洞
0.0,龙凤湖
"112.983233,28.188376",中共湖南地下工作委员会旧址
0.0,牛皋樟
"113.634125,27.216297",仙人桥
0.0,清水塘
"113.404297,28.216225",薰衣草紫色庄园
"113.345284,27.016533",攸州公园
"105.331833,26.450890",黔中郡遗址
"113.134002,27.827550",株洲D-WORLD真人密室逃脱
"102.730652,25.017324",爱尚三合绿色农庄
0.0,陈家古屋
0.0,走进印象派100年数字回顾大展
0.0,藏君洞
0.0,南郊公园主题乐园
0.0,隐山湖湘文化
0.0,六朝松
"110.471344,29.343147",水绕四门
"103.120346,32.787655",草原风情园
0.0,金洞金沙滩
0.0,OUKE梦幻艺术展
"109.346500,27.899090",凤凰塘桥香薰山谷
0.0,黑桃皇后真人密室逃脱
"107.767136,31.531837",普光禅寺
0.0,吴王墓
0.0,仙剑瀑布
"111.642998,40.805401",天露葡萄青青园
0.0,520艺术DIY烘焙馆
0.0,梅溪湖国际新城中央绿轴室外剧场
"110.995659,35.014168",滴翠山庄葡萄园
0.0,卧虎潭
0.0,树栖星之营地
0.0,橙小鱼食屋
0.0,奔跑吧青春
0.0,T博士精品真人密室逃脱
0.0,神公寨
0.0,浏河源漂流
0.0,九龙江勇士漂流
"111.603899,26.449918",探险阳光乐园（零陵北路店）
0.0,咸嘉湖唐墓
"112.006590,27.727670",娄底石俞名人蜡像馆
0.0,龙潭湖漂流
0.0,童话雨婴幼儿游泳馆
0.0,毛泽东留宿处
"111.940666,25.591020",永州文庙
"104.066719,30.523846",会龙公园
0.0,原始次森林
"120.617714,31.055857",平沙落雁
"121.343002,29.418461",天一巷
0.0,南郊公园魔幻乐园
0.0,桂花峡
0.0,锐动游泳场
"102.716530,36.686726",东坪大木桥
"113.420637,28.774522",岳阳盘石洲水上乐园
0.0,天下十八泉
0.0,心形石
0.0,银盘山茶庄
"112.370469,28.580198",赫山电影城
0.0,插角山
0.0,益生态提子园
"113.084953,28.230200",星沙BoBo水上乐园
0.0,欧姆生活瑜伽
"116.342033,30.264517",沈家大屋
0.0,此君轩
"111.335838,28.398731",唐家观
0.0,樟抱腊
"108.657196,34.108212",竹乡农家
"108.844186,27.690337",江口鸟洲
"113.113686,26.124971",县正街
"110.126282,38.637676",滴水仙境
"112.734436,28.046532",关田山苗寨
0.0,流沙瀑布
0.0,朱陵洞
"110.868164,32.612980",鸳鸯漂流
0.0,赫曦台
"108.187843,31.225130",响鼓岭
0.0,黄罗湾
0.0,灵缺口
"116.964180,36.718430",药山寺
0.0,太极潭
0.0,鹿步溪
0.0,Out寻路人真人密室逃脱
"103.976410,31.255707",冰川蟒洞峡谷漂流
0.0,军声画院
"112.993317,28.165309",长沙工人文化宫
"112.014343,32.656010",屈家岭文化城址
"116.640884,31.031225",鹰窝寨
"118.426895,25.492422",水府水利风景区
0.0,仙女祠
"100.591660,23.196844",益智乐园
0.0,西天取经
0.0,墓碑亭
"112.984207,28.201017",望麓园
0.0,宝慈观
0.0,九龙江快乐大冲关
"113.008751,28.161699",中威汗蒸（福乐康城馆）
"117.507225,30.917805",橙园
0.0,灵芝谷
"113.309364,28.377475",长沙白云寺
0.0,虎歇坪
"117.170624,37.017265",步瀛桥
0.0,昂山毓秀
"120.328873,31.536428",南禅寺
0.0,乐一孕婴童商城
0.0,冰碛岩
0.0,古大同寺
0.0,延寿亭
0.0,书家堂
0.0,橘洲汉风音乐节
0.0,上封寺
0.0,黄丝桥古城
0.0,毛泽东诗词碑林
0.0,童恩家+儿童馆
0.0,仰天巨佛
0.0,毛鉴公祠
0.0,楚湘园
0.0,舜华
0.0,彭德怀故居
"113.114365,27.799383",湖南株洲湘水湾高尔夫球会
0.0,毛泽东读私塾旧址
"119.816101,26.326719",中澳蓝鹰素质教育基地
0.0,万达宝贝王百万海洋球池
"116.802477,33.993501",相山瀑布
"111.313469,23.844217",王首道同志故居
0.0,独醒亭
"112.938814,28.228209",长沙五星国际会展中心
0.0,白龙井
"112.338554,27.992332",灰汤桃花谷
0.0,万时山三省界碑
0.0,仙庾风景
0.0,六亭岭
"113.140007,29.303050",岳阳青蛙乐园
"112.989139,28.179249",长沙贺龙车展
0.0,三狮洞
0.0,山水洲皮划艇
"112.938814,28.228209",长沙市首届户外音乐露营大会
"113.630791,28.153952",浏阳市体育中心
"109.885012,28.557927",古丈县夯吾苗寨
"113.772858,26.488171",红军标语博物馆
0.0,国聪博物馆
0.0,富家桥异蛇村
0.0,红岩岭飞拉达
0.0,皇经殿
0.0,陈真人庙
0.0,听法海龟
0.0,龙景大峡谷瀑布群
0.0,湘府足浴（总店）
"109.669991,31.449377",五溪民俗风情园
"109.309121,29.204905",乌龙山溶洞群
0.0,清顺居
0.0,皇爷槟榔
0.0,玉笥山
"111.549370,29.847582",天供山
0.0,药菇山
0.0,高山红哨
"112.526694,27.913506",韶山烈士陵园
0.0,四季纳米汗蒸
"114.273315,31.321901",凤栖山
"112.994916,28.158201",长沙顺天凯宾斯基酒店
"122.060448,39.070362",翡翠谷瀑布群景区
"112.979020,28.110480",湖南省青少年活动中心
0.0,青龙洲
"107.530922,24.635952",青少年活动中心红领巾剧场
"120.134705,33.296535",刘舍神庙
"113.010078,28.099676",第十八届长沙红星车展
"115.535583,24.720781",水心寨
0.0,文化广场
"110.292605,28.523776",湖南怀化沅陵二酉山
"117.859184,30.638008",水府庙小游园
"113.128958,29.357104",岳阳花语世界
0.0,洞庭香
"112.995074,28.145262",长沙生态园林园
"120.168335,30.235537",四牌楼
"113.002533,28.105152",湘府国际水会
0.0,罗哲烈士墓
0.0,屈原碑林
"118.934316,42.275000",松山一号楼
0.0,老屋场
"116.502068,24.749010",上达
0.0,劈山救母
"109.603103,27.950090",凤凰百度酒吧
0.0,辣椒峰幽魂谷
0.0,锦鼠观天
"121.206497,27.616615",八字门
0.0,金烽农庄
0.0,湘府足浴（逸臣店）
"111.395485,31.961235",祖师殿
"113.591476,35.313698",彭头山遗址
"111.758702,29.633237",【澧县】星期六儿童乐园
"102.716530,36.686726",东坪风景区
0.0,毛家六杰生平展室
0.0,招魂堂
0.0,毛氏宗祠
"120.636658,28.368847",麻家溪
0.0,万佛殿
0.0,怪石沟
"105.579700,30.507000",船山故地
0.0,怀甫亭
"115.918251,24.661148",猴王寨
0.0,老龙潭
0.0,浏阳文庙
"113.312431,24.804785",云门寺
0.0,宝贝宫殿
"119.044060,32.439880",乌山
"112.719994,25.586042",肖家山水库
0.0,宝镜古居
"113.080810,28.246150",长沙县辰午山庄
"110.495247,29.382881",石家檐
"119.673721,30.815575",黄公略故居
0.0,山江腊尔山
"110.422951,29.326399",琵琶溪
"109.431572,32.507427",龙王井
0.0,福全堂
"113.427895,28.396748",浏阳赤马湖3A级景区内长沙市水上运动训练基地（英美滑水俱乐部）
"109.453766,27.976566",地潭江
"106.638504,35.230774",东华烈士墓
0.0,寿萱亭
0.0,三战三捷摩崖石刻
0.0,祝圣寺
0.0,冬就苗寨
0.0,梅溪欢乐城
"112.208641,28.129253",云山书院
0.0,陶铸革命陈列室
0.0,扶夷江军舰石
0.0,中流砥柱
"110.754540,19.613588",文昌阁
0.0,宝贝乐翻天
"105.544769,29.772707",忠义镖局
"103.976410,31.255707",冰川莽洞漂流
"113.193352,26.579796",莽山自然博物馆
0.0,咏邮亭
"107.069878,29.554607",方广寺
"108.158630,26.062893",喜洋洋游乐城
0.0,秦人村
"121.678192,29.342363",农民夜校旧址
0.0,醉罗汉
0.0,罗荣桓元帅铜像
0.0,四座石塔
0.0,紫霞峒
"109.914474,32.971569",上屋场
"105.579700,30.507000",船山学社
"108.577599,29.847778",百丈峡
0.0,昆仑决常德之战
